"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1_heb","correct_instructions_2_heb","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_cont_e_block_message","count_cont_e_block_message_heb","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_end_of_experiment_heb","count_experiment","count_experimental_loop","count_form_consent","count_form_consent_heb","count_info_forms","count_instructions_1","count_instructions_1_heb","count_instructions_2","count_instructions_2_heb","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_p_feedback_heb","count_pause_feedback","count_pause_feedback_heb","count_personal_details_form_1","count_personal_details_form_1_heb","count_personal_details_form_2","count_personal_details_form_2_heb","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_e_block_message_heb","count_pre_p_block_message","count_pre_p_block_message_heb","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_1_heb","response_instructions_2","response_instructions_2_heb","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_1_heb","response_time_instructions_2","response_time_instructions_2_heb","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_education","subject_gender","subject_handedness","subject_hebrew_native","subject_language_other","subject_nr","subject_other_native_lang","subject_parity","time_block_activation","time_block_exit","time_block_info_QA","time_cont_e_block_message","time_cont_e_block_message_heb","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_end_of_experiment_heb","time_experiment","time_experimental_loop","time_form_consent","time_form_consent_heb","time_info_forms","time_instructions_1","time_instructions_1_heb","time_instructions_2","time_instructions_2_heb","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_p_feedback_heb","time_pause_feedback","time_pause_feedback_heb","time_personal_details_form_1","time_personal_details_form_1_heb","time_personal_details_form_2","time_personal_details_form_2_heb","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_e_block_message_heb","time_pre_p_block_message","time_pre_p_block_message_heb","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"82.7586206897","yes","82.7586206897","1430.21551724","1430.21551724","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","125","125","125","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","125","125","125","125","125","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","115","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1205","2392","76883","NA","NA","43366","NA","57430","1205","2","legacy","1024","1","44100","-16","experiment","ʃmal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","906396","904893","907603","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","906396","906396","900161","900157","904889","NAP perception","96","165905","116","yes","1024"
"100","yes","100","1020","1020","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","126","126","126","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","126","126","126","126","126","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","0","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1020","481663","62245","NA","NA","43366","NA","57430","1020","2","legacy","1024","1","44100","-16","experiment","metal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","979544","978040","980565","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","979544","979544","900161","900157","978036","NAP perception","1","1020","1","yes","1024"
"100","yes","100","1396","1396","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","127","127","127","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","127","127","127","127","127","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","1","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1772","481663","62245","NA","NA","43366","NA","57430","1772","2","legacy","1024","1","44100","-16","experiment","zval","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","982632","981127","984406","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","982631","982632","900161","900157","981124","NAP perception","2","2792","2","yes","1024"
"100","yes","100","1321","1321","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","128","128","128","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","128","128","128","128","128","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","2","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1171","481663","62245","NA","NA","43366","NA","57430","1171","2","legacy","1024","1","44100","-16","experiment","evnal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","986465","984961","987638","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","986464","986465","900161","900157","984957","NAP perception","3","3963","3","yes","1024"
"100","yes","100","1335","1335","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","129","129","129","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","129","129","129","129","129","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","3","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1377","481663","62245","NA","NA","43366","NA","57430","1377","2","legacy","1024","1","44100","-16","experiment","ʃfal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","989698","988193","991077","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","989697","989698","900161","900157","988189","NAP perception","4","5340","4","yes","1024"
"100","yes","100","1501.2","1501.2","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","130","130","130","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","130","130","130","130","130","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","4","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","2166","481663","62245","NA","NA","43366","NA","57430","2166","2","legacy","1024","1","44100","-16","experiment","ʃpal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","993125","991621","995293","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","993124","993124","900161","900157","991617","NAP perception","5","7506","5","yes","1024"
"100","yes","100","1436","1436","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","131","131","131","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","131","131","131","131","131","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","5","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1110","481663","62245","NA","NA","43366","NA","57430","1110","2","legacy","1024","1","44100","-16","experiment","flal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","997349","995845","998461","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","997348","997349","900161","900157","995841","NAP perception","6","8616","6","yes","1024"
"100","yes","100","1357","1357","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","132","132","132","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","132","132","132","132","132","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","6","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","883","481663","62245","NA","NA","43366","NA","57430","883","2","legacy","1024","1","44100","-16","experiment","evlal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1000520","999015","1001404","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1000519","1000519","900161","900157","999011","NAP perception","7","9499","7","yes","1024"
"87.5","yes","87.5","1562.375","1562.375","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","133","133","133","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","133","133","133","133","133","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","7","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","None","f","space","NA","NA","space","NA","space","None","3000","481663","62245","NA","NA","43366","NA","57430","3000","2","legacy","1024","1","44100","-16","experiment","lval","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1003484","1001980","1007488","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1003483","1003483","1006488","1006484","1001976","NAP perception","7","12499","8","yes","1024"
"77.7777777778","yes","77.7777777778","1698.44444444","1698.44444444","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","134","134","134","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","134","134","134","134","134","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","8","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","2787","481663","62245","NA","NA","43366","NA","57430","2787","2","legacy","1024","1","44100","-16","experiment","lmal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1009548","1008043","1012336","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1009547","1009547","1006488","1006484","1008040","NAP perception","7","15286","9","yes","1024"
"80","yes","80","1675.6","1675.6","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","135","135","135","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","135","135","135","135","135","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","9","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1470","481663","62245","NA","NA","43366","NA","57430","1470","2","legacy","1024","1","44100","-16","experiment","mlal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1014397","1012893","1015868","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1014396","1014396","1006488","1006484","1012890","NAP perception","8","16756","10","yes","1024"
"81.8181818182","yes","81.8181818182","1625.27272727","1625.27272727","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","136","136","136","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","136","136","136","136","136","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","10","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1122","481663","62245","NA","NA","43366","NA","57430","1122","2","legacy","1024","1","44100","-16","experiment","espal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1017927","1016423","1019050","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1017926","1017927","1006488","1006484","1016419","NAP perception","9","17878","11","yes","1024"
"75","yes","75","1739.83333333","1739.83333333","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","137","137","137","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","137","137","137","137","137","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","11","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","None","f","space","NA","NA","space","NA","space","None","3000","481663","62245","NA","NA","43366","NA","57430","3000","2","legacy","1024","1","44100","-16","experiment","lkal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1021108","1019604","1025112","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1021108","1021108","1024112","1024109","1019601","NAP perception","9","20878","12","yes","1024"
"76.9230769231","yes","76.9230769231","1789.69230769","1789.69230769","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","138","138","138","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","138","138","138","138","138","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","12","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","2388","481663","62245","NA","NA","43366","NA","57430","2388","2","legacy","1024","1","44100","-16","experiment","zmal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1027171","1025667","1029561","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1027171","1027171","1024112","1024109","1025664","NAP perception","10","23266","13","yes","1024"
"78.5714285714","yes","78.5714285714","1726.14285714","1726.14285714","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","139","139","139","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","139","139","139","139","139","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","13","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","900","481663","62245","NA","NA","43366","NA","57430","900","2","legacy","1024","1","44100","-16","experiment","velal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1031608","1030104","1032510","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1031607","1031607","1024112","1024109","1030100","NAP perception","11","24166","14","yes","1024"
"80","yes","80","1680.4","1680.4","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","140","140","140","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","140","140","140","140","140","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","14","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1040","481663","62245","NA","NA","43366","NA","57430","1040","2","legacy","1024","1","44100","-16","experiment","mnal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1034573","1033069","1035615","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1034572","1034573","1024112","1024109","1033065","NAP perception","12","25206","15","yes","1024"
"81.25","yes","81.25","1639.875","1639.875","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","141","141","141","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","141","141","141","141","141","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","15","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1032","481663","62245","NA","NA","43366","NA","57430","1032","2","legacy","1024","1","44100","-16","experiment","nemal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1037661","1036156","1038694","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1037661","1037661","1024112","1024109","1036153","NAP perception","13","26238","16","yes","1024"
